"ENSG","padj","gene"
"ENSG00000147381",NA,"MAGEA4"
"ENSG00000147383",NA,"NSDHL"
"ENSG00000147394",NA,"ZNF185"
"ENSG00000147400",NA,"CETN2"
"ENSG00000147403",NA,"RPL10"
"ENSG00000147408",NA,"CSGALNACT1"
"ENSG00000147416",NA,"ATP6V1B2"
"ENSG00000147419",NA,"CCDC25"
"ENSG00000147421",NA,"HMBOX1"
"ENSG00000147432",NA,"CHRNB3"
"ENSG00000147434",NA,"CHRNA6"
"ENSG00000147437",NA,"GNRH1"
"ENSG00000147439",NA,"BIN3"
"ENSG00000147443",NA,"DOK2"
"ENSG00000147454",NA,"SLC25A37"
"ENSG00000147457",NA,"CHMP7"
"ENSG00000147459",NA,"DOCK5"
"ENSG00000147465",NA,"STAR"
"ENSG00000147471",NA,"PLPBP"
"ENSG00000147475",NA,"ERLIN2"
"ENSG00000147481",NA,"SNTG1"
"ENSG00000147488",NA,"ST18"
"ENSG00000147509",NA,"RGS20"
"ENSG00000147526",NA,"TACC1"
"ENSG00000147533",NA,"GOLGA7"
"ENSG00000147535",NA,"PLPP5"
"ENSG00000147536",NA,"GINS4"
"ENSG00000147548",NA,"NSD3"
"ENSG00000147570",NA,"DNAJC5B"
"ENSG00000147571",NA,"CRH"
"ENSG00000147573",NA,"TRIM55"
"ENSG00000147576",NA,"ADHFE1"
"ENSG00000147586",NA,"MRPS28"
"ENSG00000147588",NA,"PMP2"
"ENSG00000147592",NA,"LACTB2"
"ENSG00000147596",NA,"PRDM14"
"ENSG00000147601",NA,"TERF1"
"ENSG00000147604",NA,"RPL7"
"ENSG00000147606",NA,"SLC26A7"
"ENSG00000147613",NA,"PSKH2"
"ENSG00000147614",NA,"ATP6V0D2"
"ENSG00000147642",NA,"SYBU"
"ENSG00000147647",NA,"DPYS"
"ENSG00000147649",NA,"MTDH"
"ENSG00000147650",NA,"LRP12"
"ENSG00000147654",NA,"EBAG9"
"ENSG00000147655",NA,"RSPO2"
"ENSG00000147669",NA,"POLR2K"
"ENSG00000147676",NA,"MAL2"
"ENSG00000147677",NA,"EIF3H"
"ENSG00000147679",NA,"UTP23"
"ENSG00000147684",NA,"NDUFB9"
"ENSG00000147687",NA,"TATDN1"
"ENSG00000147689",NA,"FAM83A"
"ENSG00000147697",NA,"GSDMC"
"ENSG00000147724",NA,"FAM135B"
"ENSG00000147789",NA,"ZNF7"
"ENSG00000147799",NA,"ARHGAP39"
"ENSG00000147804",NA,"SLC39A4"
"ENSG00000147813",NA,"NAPRT"
"ENSG00000147852",NA,"VLDLR"
"ENSG00000147853",NA,"AK3"
"ENSG00000147854",NA,"UHRF2"
"ENSG00000147862",NA,"NFIB"
"ENSG00000147869",NA,"CER1"
"ENSG00000147872",NA,"PLIN2"
"ENSG00000147873",NA,"IFNA5"
"ENSG00000147874",NA,"HAUS6"
"ENSG00000147883",NA,"CDKN2B"
"ENSG00000147885",NA,"IFNA16"
"ENSG00000147889",NA,"CDKN2A"
"ENSG00000147894",NA,"C9orf72"
"ENSG00000147896",NA,"IFNK"
"ENSG00000147905",NA,"ZCCHC7"
"ENSG00000147912",NA,"FBXO10"
"ENSG00000147955",NA,"SIGMAR1"
"ENSG00000148019",NA,"CEP78"
"ENSG00000148053",NA,"NTRK2"
"ENSG00000148057",NA,"IDNK"
"ENSG00000148082",NA,"SHC3"
"ENSG00000148090",NA,"AUH"
"ENSG00000148110",NA,"MFSD14B"
"ENSG00000148120",NA,"C9orf3"
"ENSG00000148123",NA,"PLPPR1"
"ENSG00000148136",NA,"OR13C4"
"ENSG00000148143",NA,"ZNF462"
"ENSG00000148153",NA,"INIP"
"ENSG00000148154",NA,"UGCG"
"ENSG00000148156",NA,"ACTL7B"
"ENSG00000148158",NA,"SNX30"
"ENSG00000148175",NA,"STOM"
"ENSG00000148180",NA,"GSN"
"ENSG00000148187",NA,"MRRF"
"ENSG00000148200",NA,"NR6A1"
"ENSG00000148204",NA,"CRB2"
"ENSG00000148215",NA,"OR5C1"
"ENSG00000148218",NA,"ALAD"
"ENSG00000148219",NA,"ASTN2"
"ENSG00000148225",NA,"WDR31"
"ENSG00000148229",NA,"POLE3"
"ENSG00000148248",NA,"SURF4"
"ENSG00000148288",NA,"GBGT1"
"ENSG00000148290",NA,"SURF1"
"ENSG00000148291",NA,"SURF2"
"ENSG00000148296",NA,"SURF6"
"ENSG00000148297",NA,"MED22"
"ENSG00000148300",NA,"REXO4"
"ENSG00000148303",NA,"RPL7A"
"ENSG00000148308",NA,"GTF3C5"
"ENSG00000148331",NA,"ASB6"
"ENSG00000148334",NA,"PTGES2"
"ENSG00000148335",NA,"NTMT1"
"ENSG00000148337",NA,"CIZ1"
"ENSG00000148339",NA,"SLC25A25"
"ENSG00000148341",NA,"SH3GLB2"
"ENSG00000148343",NA,"MIGA2"
"ENSG00000148344",NA,"PTGES"
"ENSG00000148346",NA,"LCN2"
"ENSG00000148356",NA,"LRSAM1"
"ENSG00000148358",NA,"GPR107"
"ENSG00000148362",NA,"PAXX"
"ENSG00000148377",NA,"IDI2"
"ENSG00000148384",NA,"INPP5E"
"ENSG00000148386",NA,"LCN9"
"ENSG00000148396",NA,"SEC16A"
"ENSG00000148399",NA,"DPH7"
"ENSG00000148400",NA,"NOTCH1"
"ENSG00000148408",NA,"CACNA1B"
"ENSG00000148411",NA,"NACC2"
"ENSG00000148426",NA,"PROSER2"
"ENSG00000148429",NA,"USP6NL"
"ENSG00000148444",NA,"COMMD3"
"ENSG00000148450",NA,"MSRB2"
"ENSG00000148459",NA,"PDSS1"
"ENSG00000148468",NA,"FAM171A1"
"ENSG00000148481",NA,"MINDY3"
"ENSG00000148482",NA,"SLC39A12"
"ENSG00000148483",NA,"TMEM236"
"ENSG00000148484",NA,"RSU1"
"ENSG00000148498",NA,"PARD3"
"ENSG00000148516",NA,"ZEB1"
"ENSG00000148541",NA,"FAM13C"
"ENSG00000148572",NA,"NRBF2"
"ENSG00000148584",NA,"A1CF"
"ENSG00000148600",NA,"CDHR1"
"ENSG00000148602",NA,"LRIT1"
"ENSG00000148604",NA,"RGR"
"ENSG00000148606",NA,"POLR3A"
"ENSG00000148634",NA,"HERC4"
"ENSG00000148655",NA,"LRMDA"
"ENSG00000148660",NA,"CAMK2G"
"ENSG00000148671",NA,"ADIRF"
"ENSG00000148672",NA,"GLUD1"
"ENSG00000148677",NA,"ANKRD1"
"ENSG00000148680",NA,"HTR7"
"ENSG00000148688",NA,"RPP30"
"ENSG00000148690",NA,"FRA10AC1"
"ENSG00000148700",NA,"ADD3"
"ENSG00000148702",NA,"HABP2"
"ENSG00000148704",NA,"VAX1"
"ENSG00000148719",NA,"DNAJB12"
"ENSG00000148730",NA,"EIF4EBP2"
"ENSG00000148734",NA,"NPFFR1"
"ENSG00000148735",NA,"PLEKHS1"
"ENSG00000148737",NA,"TCF7L2"
"ENSG00000148773",NA,"MKI67"
"ENSG00000148795",NA,"CYP17A1"
"ENSG00000148798",NA,"INA"
"ENSG00000148803",NA,"FUOM"
"ENSG00000148814",NA,"LRRC27"
"ENSG00000148824",NA,"MTG1"
"ENSG00000148826",NA,"NKX6-2"
"ENSG00000148832",NA,"PAOX"
"ENSG00000148834",NA,"GSTO1"
"ENSG00000148835",NA,"TAF5"
"ENSG00000148840",NA,"PPRC1"
"ENSG00000148841",NA,"ITPRIP"
"ENSG00000148842",NA,"CNNM2"
"ENSG00000148843",NA,"PDCD11"
"ENSG00000148848",NA,"ADAM12"
"ENSG00000148908",NA,"RGS10"
"ENSG00000148925",NA,"BTBD10"
"ENSG00000148926",NA,"ADM"
"ENSG00000148935",NA,"GAS2"
"ENSG00000148942",NA,"SLC5A12"
"ENSG00000148943",NA,"LIN7C"
"ENSG00000148948",NA,"LRRC4C"
"ENSG00000148950",NA,"IMMP1L"
"ENSG00000148965",NA,"SAA4"
"ENSG00000148985",NA,"PGAP2"
"ENSG00000149016",NA,"TUT1"
"ENSG00000149021",NA,"SCGB1A1"
"ENSG00000149043",NA,"SYT8"
"ENSG00000149050",NA,"ZNF214"
"ENSG00000149054",NA,"ZNF215"
"ENSG00000149084",NA,"HSD17B12"
"ENSG00000149089",NA,"APIP"
"ENSG00000149090",NA,"PAMR1"
"ENSG00000149091",NA,"DGKZ"
"ENSG00000149100",NA,"EIF3M"
"ENSG00000149115",NA,"TNKS1BP1"
"ENSG00000149124",NA,"GLYAT"
"ENSG00000149131",NA,"SERPING1"
"ENSG00000149133",NA,"OR5F1"
"ENSG00000149136",NA,"SSRP1"
"ENSG00000149150",NA,"SLC43A1"
"ENSG00000149177",NA,"PTPRJ"
"ENSG00000149179",NA,"C11orf49"
"ENSG00000149182",NA,"ARFGAP2"
"ENSG00000149187",NA,"CELF1"
"ENSG00000149196",NA,"HIKESHI"
"ENSG00000149212",NA,"SESN3"
"ENSG00000149218",NA,"ENDOD1"
"ENSG00000149231",NA,"CCDC82"
"ENSG00000149243",NA,"KLHL35"
"ENSG00000149256",NA,"TENM4"
"ENSG00000149257",NA,"SERPINH1"
"ENSG00000149260",NA,"CAPN5"
"ENSG00000149262",NA,"INTS4"
"ENSG00000149269",NA,"PAK1"
"ENSG00000149273",NA,"RPS3"
"ENSG00000149289",NA,"ZC3H12C"
"ENSG00000149292",NA,"TTC12"
"ENSG00000149294",NA,"NCAM1"
"ENSG00000149295",NA,"DRD2"
"ENSG00000149300",NA,"C11orf52"
"ENSG00000149305",NA,"HTR3B"
"ENSG00000149308",NA,"NPAT"
"ENSG00000149311",NA,"ATM"
"ENSG00000149313",NA,"AASDHPPT"
"ENSG00000149328",NA,"GLB1L2"
"ENSG00000149346",NA,"SLX4IP"
"ENSG00000149357",NA,"LAMTOR1"
"ENSG00000149380",NA,"P4HA3"
"ENSG00000149403",NA,"GRIK4"
"ENSG00000149418",NA,"ST14"
"ENSG00000149428",NA,"HYOU1"
"ENSG00000149435",NA,"GGTLC1"
"ENSG00000149451",NA,"ADAM33"
"ENSG00000149452",NA,"SLC22A8"
"ENSG00000149474",NA,"KAT14"
"ENSG00000149476",NA,"TKFC"
"ENSG00000149480",NA,"MTA2"
"ENSG00000149483",NA,"TMEM138"
"ENSG00000149485",NA,"FADS1"
"ENSG00000149488",NA,"TMC2"
"ENSG00000149489",NA,"ROM1"
"ENSG00000149499",NA,"EML3"
"ENSG00000149503",NA,"INCENP"
"ENSG00000149506",NA,"ZP1"
"ENSG00000149507",NA,"OOSP2"
"ENSG00000149516",NA,"MS4A3"
"ENSG00000149527",NA,"PLCH2"
"ENSG00000149532",NA,"CPSF7"
"ENSG00000149534",NA,"MS4A2"
"ENSG00000149541",NA,"B3GAT3"
"ENSG00000149547",NA,"EI24"
"ENSG00000149548",NA,"CCDC15"
"ENSG00000149554",NA,"CHEK1"
"ENSG00000149557",NA,"FEZ1"
"ENSG00000149564",NA,"ESAM"
"ENSG00000149571",NA,"KIRREL3"
"ENSG00000149573",NA,"MPZL2"
"ENSG00000149575",NA,"SCN2B"
"ENSG00000149582",NA,"TMEM25"
"ENSG00000149591",NA,"TAGLN"
"ENSG00000149596",NA,"JPH2"
"ENSG00000149599",NA,"DUSP15"
"ENSG00000149600",NA,"COMMD7"
"ENSG00000149634",NA,"SPATA25"
"ENSG00000149635",NA,"OCSTAMP"
"ENSG00000149636",NA,"DSN1"
"ENSG00000149639",NA,"SOGA1"
"ENSG00000149651",NA,"SPINT4"
"ENSG00000149657",NA,"LSM14B"
"ENSG00000149658",NA,"YTHDF1"
"ENSG00000149679",NA,"CABLES2"
"ENSG00000149716",NA,"LTO1"
"ENSG00000149735",NA,"GPHA2"
"ENSG00000149742",NA,"SLC22A9"
"ENSG00000149743",NA,"TRPT1"
"ENSG00000149761",NA,"NUDT22"
"ENSG00000149781",NA,"FERMT3"
"ENSG00000149782",NA,"PLCB3"
"ENSG00000149792",NA,"MRPL49"
"ENSG00000149798",NA,"CDC42EP2"
"ENSG00000149806",NA,"FAU"
"ENSG00000149809",NA,"TM7SF2"
"ENSG00000149823",NA,"VPS51"
"ENSG00000149922",NA,"TBX6"
"ENSG00000149923",NA,"PPP4C"
"ENSG00000149925",NA,"ALDOA"
"ENSG00000149926",NA,"FAM57B"
"ENSG00000149927",NA,"DOC2A"
"ENSG00000149929",NA,"HIRIP3"
"ENSG00000149930",NA,"TAOK2"
"ENSG00000149932",NA,"TMEM219"
"ENSG00000149948",NA,"HMGA2"
"ENSG00000149968",NA,"MMP3"
"ENSG00000149970",NA,"CNKSR2"
"ENSG00000149972",NA,"CNTN5"
"ENSG00000150045",NA,"KLRF1"
"ENSG00000150048",NA,"CLEC1A"
"ENSG00000150051",NA,"MKX"
"ENSG00000150054",NA,"MPP7"
"ENSG00000150093",NA,"ITGB1"
"ENSG00000150201",NA,"FXYD4"
"ENSG00000150244",NA,"TRIM48"
"ENSG00000150261",NA,"OR8K1"
"ENSG00000150269",NA,"OR5M9"
"ENSG00000150275",NA,"PCDH15"
"ENSG00000150281",NA,"CTF1"
"ENSG00000150316",NA,"CWC15"
"ENSG00000150337",NA,"FCGR1A"
"ENSG00000150347",NA,"ARID5B"
"ENSG00000150361",NA,"KLHL1"
"ENSG00000150394",NA,"CDH8"
"ENSG00000150401",NA,"DCUN1D2"
"ENSG00000150403",NA,"TMCO3"
"ENSG00000150433",NA,"TMEM218"
"ENSG00000150455",NA,"TIRAP"
"ENSG00000150456",NA,"EEF1AKMT1"
"ENSG00000150457",NA,"LATS2"
"ENSG00000150459",NA,"SAP18"
"ENSG00000150471",NA,"ADGRL3"
"ENSG00000150477",NA,"KIAA1328"
"ENSG00000150510",NA,"FAM124A"
"ENSG00000150527",NA,"MIA2"
"ENSG00000150540",NA,"HNMT"
"ENSG00000150551",NA,"LYPD1"
"ENSG00000150556",NA,"LYPD6B"
"ENSG00000150593",NA,"PDCD4"
"ENSG00000150594",NA,"ADRA2A"
"ENSG00000150625",NA,"GPM6A"
"ENSG00000150627",NA,"WDR17"
"ENSG00000150628",NA,"SPATA4"
"ENSG00000150630",NA,"VEGFC"
"ENSG00000150636",NA,"CCDC102B"
"ENSG00000150637",NA,"CD226"
"ENSG00000150656",NA,"CNDP1"
"ENSG00000150667",NA,"FSIP1"
"ENSG00000150672",NA,"DLG2"
"ENSG00000150676",NA,"CCDC83"
"ENSG00000150681",NA,"RGS18"
"ENSG00000150687",NA,"PRSS23"
"ENSG00000150712",NA,"MTMR12"
"ENSG00000150750",NA,"C11orf53"
"ENSG00000150753",NA,"CCT5"
"ENSG00000150756",NA,"ATPSCKMT"
"ENSG00000150760",NA,"DOCK1"
"ENSG00000150764",NA,"DIXDC1"
"ENSG00000150768",NA,"DLAT"
"ENSG00000150773",NA,"PIH1D2"
"ENSG00000150776",NA,"NKAPD1"
"ENSG00000150779",NA,"TIMM8B"
"ENSG00000150782",NA,"IL18"
"ENSG00000150783",NA,"TEX12"
"ENSG00000150787",NA,"PTS"
"ENSG00000150867",NA,"PIP4K2A"
"ENSG00000150873",NA,"C2orf50"
"ENSG00000150893",NA,"FREM2"
"ENSG00000150907",NA,"FOXO1"
"ENSG00000150938",NA,"CRIM1"
"ENSG00000150961",NA,"SEC24D"
"ENSG00000150967",NA,"ABCB9"
"ENSG00000150977",NA,"RILPL2"
"ENSG00000150990",NA,"DHX37"
"ENSG00000150991",NA,"UBC"
"ENSG00000150995",NA,"ITPR1"
"ENSG00000151005",NA,"TKTL2"
"ENSG00000151006",NA,"PRSS53"
"ENSG00000151012",NA,"SLC7A11"
"ENSG00000151014",NA,"NOCT"
"ENSG00000151023",NA,"ENKUR"
"ENSG00000151025",NA,"GPR158"
"ENSG00000151062",NA,"CACNA2D4"
"ENSG00000151065",NA,"DCP1B"
"ENSG00000151067",NA,"CACNA1C"
"ENSG00000151079",NA,"KCNA6"
"ENSG00000151090",NA,"THRB"
"ENSG00000151092",NA,"NGLY1"
"ENSG00000151093",NA,"OXSM"
"ENSG00000151116",NA,"UEVLD"
"ENSG00000151117",NA,"TMEM86A"
"ENSG00000151131",NA,"C12orf45"
"ENSG00000151135",NA,"TMEM263"
"ENSG00000151136",NA,"BTBD11"
"ENSG00000151148",NA,"UBE3B"
"ENSG00000151150",NA,"ANK3"
"ENSG00000151151",NA,"IPMK"
"ENSG00000151164",NA,"RAD9B"
"ENSG00000151176",NA,"PLBD2"
"ENSG00000151208",NA,"DLG5"
"ENSG00000151224",NA,"MAT1A"
"ENSG00000151229",NA,"SLC2A13"
"ENSG00000151233",NA,"GXYLT1"
"ENSG00000151239",NA,"TWF1"
"ENSG00000151240",NA,"DIP2C"
"ENSG00000151247",NA,"EIF4E"
"ENSG00000151276",NA,"MAGI1"
"ENSG00000151292",NA,"CSNK1G3"
"ENSG00000151304",NA,"SRFBP1"
"ENSG00000151320",NA,"AKAP6"
"ENSG00000151322",NA,"NPAS3"
"ENSG00000151327",NA,"FAM177A1"
"ENSG00000151332",NA,"MBIP"
"ENSG00000151338",NA,"MIPOL1"
"ENSG00000151348",NA,"EXT2"
"ENSG00000151353",NA,"TMEM18"
"ENSG00000151360",NA,"ALLC"
"ENSG00000151364",NA,"KCTD14"
"ENSG00000151365",NA,"THRSP"
"ENSG00000151366",NA,"NDUFC2"
"ENSG00000151376",NA,"ME3"
"ENSG00000151379",NA,"MSGN1"
"ENSG00000151388",NA,"ADAMTS12"
"ENSG00000151413",NA,"NUBPL"
"ENSG00000151414",NA,"NEK7"
"ENSG00000151418",NA,"ATP6V1G3"
"ENSG00000151422",NA,"FER"
"ENSG00000151445",NA,"VIPAS39"
"ENSG00000151458",NA,"ANKRD50"
"ENSG00000151461",NA,"UPF2"
"ENSG00000151465",NA,"CDC123"
"ENSG00000151466",NA,"SCLT1"
"ENSG00000151470",NA,"C4orf33"
"ENSG00000151474",NA,"FRMD4A"
"ENSG00000151475",NA,"SLC25A31"
"ENSG00000151490",NA,"PTPRO"
"ENSG00000151491",NA,"EPS8"
"ENSG00000151498",NA,"ACAD8"
"ENSG00000151500",NA,"THYN1"
"ENSG00000151502",NA,"VPS26B"
"ENSG00000151503",NA,"NCAPD3"
"ENSG00000151532",NA,"VTI1A"
"ENSG00000151552",NA,"QDPR"
"ENSG00000151553",NA,"FAM160B1"
"ENSG00000151572",NA,"ANO4"
"ENSG00000151575",NA,"TEX9"
"ENSG00000151576",NA,"QTRT2"
"ENSG00000151577",NA,"DRD3"
"ENSG00000151611",NA,"MMAA"
"ENSG00000151612",NA,"ZNF827"
"ENSG00000151615",NA,"POU4F2"
"ENSG00000151617",NA,"EDNRA"
"ENSG00000151623",NA,"NR3C2"
"ENSG00000151632",NA,"AKR1C2"
"ENSG00000151640",NA,"DPYSL4"
"ENSG00000151650",NA,"VENTX"
"ENSG00000151651",NA,"ADAM8"
"ENSG00000151655",NA,"ITIH2"
"ENSG00000151657",NA,"KIN"
"ENSG00000151665",NA,"PIGF"
"ENSG00000151687",NA,"ANKAR"
"ENSG00000151689",NA,"INPP1"
"ENSG00000151690",NA,"MFSD6"
"ENSG00000151692",NA,"RNF144A"
"ENSG00000151693",NA,"ASAP2"
"ENSG00000151694",NA,"ADAM17"
"ENSG00000151702",NA,"FLI1"
"ENSG00000151704",NA,"KCNJ1"
"ENSG00000151715",NA,"TMEM45B"
"ENSG00000151718",NA,"WWC2"
"ENSG00000151725",NA,"CENPU"
"ENSG00000151726",NA,"ACSL1"
"ENSG00000151729",NA,"SLC25A4"
"ENSG00000151743",NA,"AMN1"
"ENSG00000151746",NA,"BICD1"
"ENSG00000151748",NA,"SAV1"
"ENSG00000151773",NA,"CCDC122"
"ENSG00000151778",NA,"SERP2"
"ENSG00000151779",NA,"NBAS"
"ENSG00000151789",NA,"ZNF385D"
"ENSG00000151790",NA,"TDO2"
"ENSG00000151806",NA,"GUF1"
"ENSG00000151834",NA,"GABRA2"
"ENSG00000151835",NA,"SACS"
"ENSG00000151846",NA,"PABPC3"
"ENSG00000151849",NA,"CENPJ"
"ENSG00000151876",NA,"FBXO4"
"ENSG00000151881",NA,"TMEM267"
"ENSG00000151882",NA,"CCL28"
"ENSG00000151883",NA,"PARP8"
"ENSG00000151892",NA,"GFRA1"
"ENSG00000151893",NA,"CACUL1"
"ENSG00000151914",NA,"DST"
"ENSG00000151917",NA,"BEND6"
"ENSG00000151923",NA,"TIAL1"
"ENSG00000151929",NA,"BAG3"
"ENSG00000151948",NA,"GLT1D1"
"ENSG00000151952",NA,"TMEM132D"
"ENSG00000151962",NA,"RBM46"
"ENSG00000151967",NA,"SCHIP1"
"ENSG00000152034",NA,"MCHR2"
"ENSG00000152049",NA,"KCNE4"
"ENSG00000152056",NA,"AP1S3"
"ENSG00000152061",NA,"RABGAP1L"
"ENSG00000152076",NA,"CCDC74B"
"ENSG00000152078",NA,"TMEM56"
"ENSG00000152082",NA,"MZT2B"
"ENSG00000152086",NA,"TUBA3E"
"ENSG00000152092",NA,"ASTN1"
"ENSG00000152102",NA,"FAM168B"
"ENSG00000152104",NA,"PTPN14"
"ENSG00000152127",NA,"MGAT5"
"ENSG00000152133",NA,"GPATCH11"
"ENSG00000152137",NA,"HSPB8"
"ENSG00000152147",NA,"GEMIN6"
"ENSG00000152154",NA,"TMEM178A"
"ENSG00000152192",NA,"POU4F1"
"ENSG00000152193",NA,"RNF219"
"ENSG00000152207",NA,"CYSLTR2"
"ENSG00000152208",NA,"GRID2"
"ENSG00000152213",NA,"ARL11"
"ENSG00000152214",NA,"RIT2"
"ENSG00000152217",NA,"SETBP1"
"ENSG00000152219",NA,"ARL14EP"
"ENSG00000152223",NA,"EPG5"
"ENSG00000152229",NA,"PSTPIP2"
"ENSG00000152234",NA,"ATP5F1A"
"ENSG00000152240",NA,"HAUS1"
"ENSG00000152242",NA,"C18orf25"
"ENSG00000152253",NA,"SPC25"
"ENSG00000152254",NA,"G6PC2"
"ENSG00000152256",NA,"PDK1"
"ENSG00000152266",NA,"PTH"
"ENSG00000152270",NA,"PDE3B"
"ENSG00000152284",NA,"TCF7L1"
"ENSG00000152291",NA,"TGOLN2"
"ENSG00000152315",NA,"KCNK13"
"ENSG00000152332",NA,"UHMK1"
"ENSG00000152348",NA,"ATG10"
"ENSG00000152359",NA,"POC5"
"ENSG00000152377",NA,"SPOCK1"
"ENSG00000152380",NA,"FAM151B"
"ENSG00000152382",NA,"TADA1"
"ENSG00000152402",NA,"GUCY1A2"
"ENSG00000152404",NA,"CWF19L2"
"ENSG00000152409",NA,"JMY"
"ENSG00000152413",NA,"HOMER1"
"ENSG00000152422",NA,"XRCC4"
"ENSG00000152430",NA,"BOLL"
"ENSG00000152433",NA,"ZNF547"
"ENSG00000152439",NA,"ZNF773"
"ENSG00000152443",NA,"ZNF776"
"ENSG00000152454",NA,"ZNF256"
"ENSG00000152455",NA,"SUV39H2"
"ENSG00000152457",NA,"DCLRE1C"
"ENSG00000152463",NA,"OLAH"
"ENSG00000152464",NA,"RPP38"
"ENSG00000152465",NA,"NMT2"
"ENSG00000152467",NA,"ZSCAN1"
"ENSG00000152475",NA,"ZNF837"
"ENSG00000152484",NA,"USP12"
"ENSG00000152492",NA,"CCDC50"
"ENSG00000152495",NA,"CAMK4"
"ENSG00000152503",NA,"TRIM36"
"ENSG00000152518",NA,"ZFP36L2"
"ENSG00000152520",NA,"PAN3"
"ENSG00000152527",NA,"PLEKHH2"
"ENSG00000152556",NA,"PFKM"
"ENSG00000152558",NA,"TMEM123"
"ENSG00000152578",NA,"GRIA4"
"ENSG00000152580",NA,"IGSF10"
"ENSG00000152582",NA,"SPEF2"
"ENSG00000152583",NA,"SPARCL1"
"ENSG00000152591",NA,"DSPP"
"ENSG00000152592",NA,"DMP1"
"ENSG00000152595",NA,"MEPE"
"ENSG00000152601",NA,"MBNL1"
"ENSG00000152620",NA,"NADK2"
"ENSG00000152642",NA,"GPD1L"
"ENSG00000152661",NA,"GJA1"
"ENSG00000152669",NA,"CCNO"
"ENSG00000152670",NA,"DDX4"
"ENSG00000152672",NA,"CLEC4F"
"ENSG00000152683",NA,"SLC30A6"
"ENSG00000152684",NA,"PELO"
"ENSG00000152689",NA,"RASGRP3"
"ENSG00000152700",NA,"SAR1B"
"ENSG00000152705",NA,"CATSPER3"
"ENSG00000152749",NA,"GPR180"
"ENSG00000152760",NA,"TCTEX1D1"
"ENSG00000152763",NA,"WDR78"
"ENSG00000152767",NA,"FARP1"
"ENSG00000152778",NA,"IFIT5"
"ENSG00000152779",NA,"SLC16A12"
"ENSG00000152782",NA,"PANK1"
"ENSG00000152784",NA,"PRDM8"
"ENSG00000152785",NA,"BMP3"
"ENSG00000152795",NA,"HNRNPDL"
"ENSG00000152804",NA,"HHEX"
"ENSG00000152818",NA,"UTRN"
"ENSG00000152822",NA,"GRM1"
"ENSG00000152894",NA,"PTPRK"
"ENSG00000152904",NA,"GGPS1"
"ENSG00000152910",NA,"CNTNAP4"
"ENSG00000152926",NA,"ZNF117"
"ENSG00000152932",NA,"RAB3C"
"ENSG00000152939",NA,"MARVELD2"
"ENSG00000152942",NA,"RAD17"
"ENSG00000152944",NA,"MED21"
"ENSG00000152952",NA,"PLOD2"
"ENSG00000152953",NA,"STK32B"
"ENSG00000152954",NA,"NRSN1"
"ENSG00000152969",NA,"JAKMIP1"
"ENSG00000152977",NA,"ZIC1"
"ENSG00000152990",NA,"ADGRA3"
"ENSG00000153002",NA,"CPB1"
"ENSG00000153006",NA,"SREK1IP1"
"ENSG00000153012",NA,"LGI2"
"ENSG00000153015",NA,"CWC27"
"ENSG00000153029",NA,"MR1"
"ENSG00000153037",NA,"SRP19"
"ENSG00000153044",NA,"CENPH"
"ENSG00000153046",NA,"CDYL"
"ENSG00000153048",NA,"CARHSP1"
"ENSG00000153060",NA,"TEKT5"
"ENSG00000153064",NA,"BANK1"
"ENSG00000153066",NA,"TXNDC11"
"ENSG00000153071",NA,"DAB2"
"ENSG00000153086",NA,"ACMSD"
"ENSG00000153094",NA,"BCL2L11"
"ENSG00000153107",NA,"ANAPC1"
"ENSG00000153113",NA,"CAST"
"ENSG00000153130",NA,"SCOC"
"ENSG00000153132",NA,"CLGN"
"ENSG00000153140",NA,"CETN3"
"ENSG00000153147",NA,"SMARCA5"
"ENSG00000153157",NA,"SYCP2L"
"ENSG00000153162",NA,"BMP6"
"ENSG00000153165",NA,"RGPD3"
"ENSG00000153179",NA,"RASSF3"
"ENSG00000153187",NA,"HNRNPU"
"ENSG00000153201",NA,"RANBP2"
"ENSG00000153207",NA,"AHCTF1"
"ENSG00000153208",NA,"MERTK"
"ENSG00000153214",NA,"TMEM87B"
"ENSG00000153230",NA,"OR14K1"
"ENSG00000153233",NA,"PTPRR"
"ENSG00000153234",NA,"NR4A2"
"ENSG00000153237",NA,"CCDC148"
"ENSG00000153246",NA,"PLA2R1"
"ENSG00000153250",NA,"RBMS1"
"ENSG00000153253",NA,"SCN3A"
"ENSG00000153266",NA,"FEZF2"
"ENSG00000153283",NA,"CD96"
"ENSG00000153291",NA,"SLC25A27"
"ENSG00000153303",NA,"FRMD1"
"ENSG00000153310",NA,"FAM49B"
"ENSG00000153317",NA,"ASAP1"
"ENSG00000153339",NA,"TRAPPC8"
"ENSG00000153347",NA,"FAM81B"
"ENSG00000153391",NA,"INO80C"
"ENSG00000153395",NA,"LPCAT1"
"ENSG00000153404",NA,"PLEKHG4B"
"ENSG00000153406",NA,"NMRAL1"
"ENSG00000153443",NA,"UBALD1"
"ENSG00000153487",NA,"ING1"
"ENSG00000153495",NA,"TEX29"
"ENSG00000153498",NA,"SPACA7"
"ENSG00000153551",NA,"CMTM7"
"ENSG00000153558",NA,"FBXL2"
"ENSG00000153560",NA,"UBP1"
"ENSG00000153561",NA,"RMND5A"
"ENSG00000153563",NA,"CD8A"
"ENSG00000153574",NA,"RPIA"
"ENSG00000153684",NA,"GOLGA8F"
